performance_id,judge_id,score_type,judge_score
1636,1,single_score,8
1636,2,single_score,8
1636,5,single_score,8
1636,3,single_score,8
1637,1,single_score,7
1637,2,single_score,7
1637,3,single_score,7
1638,1,single_score,8
1638,2,single_score,9
1638,16,single_score,10
1638,3,single_score,9
1639,1,single_score,10
1639,2,single_score,10
1639,16,single_score,10
1639,3,single_score,10
1641,1,single_score,6
1641,2,single_score,5
1641,3,single_score,5
1642,1,single_score,7
1642,2,single_score,5
1642,3,single_score,7
1643,1,single_score,7
1643,2,single_score,7
1643,3,single_score,7
1644,1,single_score,7
1644,2,single_score,6
1644,3,single_score,7
1645,1,single_score,5
1645,9,single_score,5
1645,3,single_score,5
1646,1,single_score,7
1646,9,single_score,7
1646,3,single_score,6
1647,1,single_score,6
1647,9,single_score,6
1647,3,single_score,6
1648,1,single_score,6
1648,9,single_score,5
1648,3,single_score,5
1649,1,single_score,8
1649,2,single_score,7
1649,3,single_score,8
1650,1,single_score,6
1650,2,single_score,6
1650,3,single_score,6
1651,1,single_score,5
1651,2,single_score,4
1651,3,single_score,5
1652,1,single_score,8
1652,2,single_score,7
1652,3,single_score,8
1653,1,single_score,8
1653,2,single_score,9
1653,3,single_score,8.5
1654,1,single_score,9.5
1654,2,single_score,9.5
1654,3,single_score,9.5
1655,1,single_score,9.5
1655,2,single_score,10
1655,3,single_score,10
1656,1,single_score,9
1656,2,single_score,9
1656,3,single_score,9
1657,1,single_score,8
1657,2,single_score,8
1657,3,single_score,8
1658,1,single_score,10
1658,2,single_score,9
1658,3,single_score,10
1659,1,single_score,7
1659,2,single_score,6
1659,3,single_score,7
1660,1,single_score,7
1660,2,single_score,7
1660,3,single_score,8
1661,1,single_score,9
1661,2,single_score,8
1661,9,single_score,9
1661,3,single_score,9
1662,1,single_score,8
1662,2,single_score,8
1662,9,single_score,8
1662,3,single_score,8
1663,1,single_score,9
1663,2,single_score,8
1663,9,single_score,8
1663,3,single_score,9
1664,1,single_score,9
1664,2,single_score,9
1664,9,single_score,9
1664,3,single_score,9
1665,1,single_score,7
1665,2,single_score,7
1665,9,single_score,7
1665,3,single_score,7
1666,1,single_score,7
1666,2,single_score,8
1666,3,single_score,7
1667,1,single_score,9
1667,2,single_score,10
1667,3,single_score,10
1668,1,single_score,5
1668,2,single_score,6
1668,3,single_score,6
1670,1,single_score,8
1670,2,single_score,7
1670,3,single_score,8
1671,1,single_score,9
1671,2,single_score,9
1671,3,single_score,9
1672,1,single_score,10
1672,2,single_score,9
1672,3,single_score,10
1674,1,single_score,10
1674,2,single_score,10
1674,5,single_score,10
1674,3,single_score,10
1675,1,single_score,10
1675,2,single_score,10
1675,5,single_score,10
1675,3,single_score,10
1676,1,single_score,10
1676,2,single_score,10
1676,5,single_score,10
1676,3,single_score,10
1677,1,single_score,10
1677,2,single_score,10
1677,5,single_score,10
1677,3,single_score,10
1678,1,single_score,6
1678,2,single_score,5
1678,3,single_score,6
1679,1,single_score,7
1679,2,single_score,7
1679,3,single_score,7
1680,1,single_score,6
1680,2,single_score,7
1680,3,single_score,6
1681,1,single_score,7
1681,2,single_score,8
1681,3,single_score,8
1684,1,single_score,8
1684,2,single_score,9
1684,17,single_score,9
1684,3,single_score,8
1685,1,single_score,4
1685,2,single_score,4
1685,3,single_score,4
1686,1,single_score,8
1686,2,single_score,8
1686,3,single_score,8
1687,1,single_score,6
1687,2,single_score,7
1687,3,single_score,7
1688,1,single_score,6
1688,9,single_score,6
1688,3,single_score,6
1689,1,single_score,7
1689,9,single_score,8
1689,3,single_score,7
1690,1,single_score,6
1690,9,single_score,6
1690,3,single_score,6
1691,1,single_score,7
1691,2,single_score,7
1691,3,single_score,7
1692,1,single_score,10
1692,2,single_score,9.5
1692,3,single_score,10
1693,1,single_score,10
1693,2,single_score,10
1693,3,single_score,10
1694,1,single_score,10
1694,2,single_score,10
1694,3,single_score,10
1695,1,single_score,9
1695,2,single_score,8
1695,3,single_score,10
1699,1,single_score,7
1699,2,single_score,8
1699,9,single_score,8
1699,3,single_score,8
1700,1,single_score,6
1700,2,single_score,6
1700,9,single_score,7
1700,3,single_score,7
1701,1,single_score,8
1701,2,single_score,7
1701,9,single_score,8
1701,3,single_score,7
1702,1,single_score,8
1702,2,single_score,8
1702,9,single_score,8
1702,3,single_score,8
1703,1,single_score,8
1703,2,single_score,7
1703,9,single_score,7
1703,3,single_score,7
1704,1,single_score,8
1704,2,single_score,8
1704,9,single_score,8
1704,3,single_score,8
1705,1,single_score,8
1705,2,single_score,7
1705,9,single_score,8
1705,3,single_score,8
1706,1,single_score,9
1706,2,single_score,9
1706,9,single_score,9
1706,3,single_score,9
1707,1,single_score,10
1707,2,single_score,9
1707,3,single_score,10
1708,1,single_score,8
1708,2,single_score,8
1708,3,single_score,8
1709,1,single_score,9
1709,2,single_score,9
1709,3,single_score,9
1716,1,single_score,9
1716,18,single_score,9
1716,3,single_score,9
1717,1,single_score,10
1717,2,single_score,10
1717,5,single_score,10
1717,3,single_score,10
1718,1,single_score,9
1718,2,single_score,9
1718,5,single_score,9
1718,3,single_score,9
1719,1,single_score,5
1719,2,single_score,5
1719,3,single_score,5
1720,1,single_score,7
1720,2,single_score,6
1720,3,single_score,7
1721,1,single_score,8
1721,2,single_score,8
1721,3,single_score,8
1722,1,single_score,6
1722,2,single_score,6
1722,3,single_score,6
1723,1,single_score,9
1723,2,single_score,10
1723,17,single_score,10
1723,3,single_score,9
1724,1,single_score,10
1724,2,single_score,10
1724,17,single_score,10
1724,3,single_score,10
1725,1,single_score,9
1725,2,single_score,9
1725,17,single_score,9
1725,3,single_score,9
1726,1,single_score,10
1726,2,single_score,9
1726,17,single_score,10
1726,3,single_score,10
1727,1,single_score,7
1727,2,single_score,7
1727,3,single_score,7
1728,1,single_score,5
1728,2,single_score,5
1728,3,single_score,6
1729,1,single_score,8
1729,2,single_score,8
1729,3,single_score,8
1730,1,single_score,8
1730,2,single_score,7
1730,3,single_score,8
1731,1,single_score,7
1731,9,single_score,7
1731,3,single_score,7
1732,1,single_score,7
1732,9,single_score,6
1732,3,single_score,6
1733,1,single_score,7
1733,9,single_score,7
1733,3,single_score,7
1734,1,single_score,6
1734,2,single_score,6
1734,3,single_score,6
1735,1,single_score,6
1735,2,single_score,6
1735,3,single_score,6
1736,1,single_score,7
1736,2,single_score,8
1736,3,single_score,8
1737,1,single_score,7
1737,2,single_score,7
1737,3,single_score,7
1738,1,single_score,9
1738,2,single_score,8.5
1738,3,single_score,9.5
1739,1,single_score,10
1739,2,single_score,10
1739,3,single_score,10
1740,1,single_score,9.5
1740,2,single_score,9.5
1740,3,single_score,9.5
1744,1,single_score,8
1744,2,single_score,9
1744,9,single_score,9
1744,3,single_score,9
1745,1,single_score,8
1745,2,single_score,7
1745,9,single_score,8
1745,3,single_score,8
1746,1,single_score,7
1746,2,single_score,7
1746,9,single_score,8
1746,3,single_score,7
1747,1,single_score,6
1747,2,single_score,6
1747,9,single_score,7
1747,3,single_score,6
1748,1,single_score,8
1748,2,single_score,8
1748,9,single_score,8
1748,3,single_score,8
1750,1,single_score,9
1750,2,single_score,9
1750,5,single_score,9
1750,3,single_score,10
1751,1,single_score,8
1751,18,single_score,9
1751,3,single_score,8
1752,1,single_score,9
1752,18,single_score,9
1752,3,single_score,9
1753,1,single_score,8
1753,18,single_score,9
1753,3,single_score,8
1754,1,single_score,10
1754,2,single_score,10
1754,5,single_score,10
1754,3,single_score,10
1755,1,single_score,10
1755,2,single_score,10
1755,5,single_score,10
1755,3,single_score,10
1756,1,single_score,6
1756,2,single_score,5
1756,3,single_score,6
1757,1,single_score,6
1757,2,single_score,6
1757,3,single_score,6
1758,1,single_score,6
1758,2,single_score,5
1758,3,single_score,5
1759,1,single_score,8
1759,2,single_score,8
1759,3,single_score,7
1760,1,single_score,8
1760,2,single_score,8
1760,3,single_score,8
1761,1,single_score,7
1761,19,single_score,7
1761,2,single_score,8
1761,3,single_score,8
1762,1,single_score,9
1762,2,single_score,10
1762,17,single_score,10
1762,3,single_score,10
1763,1,single_score,10
1763,2,single_score,10
1763,17,single_score,10
1763,3,single_score,10
1764,1,single_score,9
1764,2,single_score,9
1764,17,single_score,9
1764,3,single_score,9
1765,1,single_score,8
1765,2,single_score,8
1765,3,single_score,8
1766,1,single_score,4
1766,2,single_score,4
1766,3,single_score,4
1767,1,single_score,7
1767,2,single_score,8
1767,3,single_score,8
1768,1,single_score,5
1768,9,single_score,5
1768,3,single_score,5
1769,1,single_score,7
1769,9,single_score,7
1769,3,single_score,8
1770,1,single_score,6
1770,9,single_score,6
1770,3,single_score,6
1771,1,single_score,5
1771,9,single_score,4
1771,3,single_score,3
1772,1,single_score,8
1772,2,single_score,8
1772,3,single_score,8
1773,1,single_score,9.5
1773,2,single_score,9.5
1773,3,single_score,9.5
1774,1,single_score,10
1774,2,single_score,10
1774,3,single_score,10
1777,1,single_score,8
1777,2,single_score,8
1777,9,single_score,9
1777,3,single_score,8
1778,1,single_score,9
1778,2,single_score,9
1778,9,single_score,9
1778,3,single_score,9
1779,1,single_score,7
1779,2,single_score,6
1779,9,single_score,7
1779,3,single_score,7
1780,1,single_score,8
1780,2,single_score,6
1780,9,single_score,8
1780,3,single_score,8
1781,1,single_score,8
1781,2,single_score,8
1781,9,single_score,8
1781,3,single_score,8
1782,1,single_score,7
1782,2,single_score,7
1782,9,single_score,8
1782,3,single_score,7
1783,1,single_score,9
1783,2,single_score,9
1783,9,single_score,9
1783,3,single_score,9
1784,1,single_score,9
1784,2,single_score,8
1784,9,single_score,9
1784,3,single_score,8
1790,1,single_score,10
1790,2,single_score,10
1790,5,single_score,10
1790,3,single_score,10
1791,1,single_score,7
1791,2,single_score,8
1791,5,single_score,7
1791,3,single_score,7
1792,1,single_score,7
1792,2,single_score,7
1792,5,single_score,7
1792,3,single_score,7
1793,1,single_score,8
1793,18,single_score,8
1793,3,single_score,8
1794,1,single_score,9
1794,18,single_score,9
1794,3,single_score,9
1795,1,single_score,9
1795,18,single_score,9
1795,3,single_score,10
1797,1,single_score,5
1797,2,single_score,4
1797,3,single_score,5
1798,1,single_score,8
1798,2,single_score,7
1798,3,single_score,7
1799,1,single_score,6
1799,2,single_score,6
1799,3,single_score,6
1800,1,single_score,7
1800,2,single_score,7
1800,3,single_score,7
1801,1,single_score,6
1801,19,single_score,7
1801,2,single_score,7
1801,3,single_score,6
1802,1,single_score,7
1802,19,single_score,7
1802,2,single_score,6
1802,3,single_score,6
1803,1,single_score,9
1803,19,single_score,8
1803,2,single_score,8
1803,3,single_score,8
1804,1,single_score,8
1804,19,single_score,9
1804,2,single_score,8
1804,3,single_score,8
1805,1,single_score,10
1805,2,single_score,10
1805,17,single_score,10
1805,3,single_score,10
1806,1,single_score,10
1806,2,single_score,10
1806,17,single_score,10
1806,3,single_score,10
1807,1,single_score,9
1807,2,single_score,10
1807,3,single_score,10
1808,1,single_score,7
1808,2,single_score,6
1808,3,single_score,7
1809,1,single_score,5
1809,2,single_score,5
1809,3,single_score,5
1810,1,single_score,5
1810,20,single_score,6
1810,2,single_score,5
1810,3,single_score,5
1811,1,single_score,8
1811,9,single_score,7
1811,3,single_score,8
1812,1,single_score,8
1812,9,single_score,7
1812,3,single_score,7
1813,1,single_score,8
1813,9,single_score,8
1813,3,single_score,8
1814,1,single_score,8
1814,9,single_score,8
1814,3,single_score,8
1815,1,single_score,6
1815,2,single_score,6
1815,3,single_score,6
1816,1,single_score,8
1816,2,single_score,7
1816,3,single_score,8
1817,1,single_score,7
1817,2,single_score,7
1817,3,single_score,7
1818,1,single_score,8
1818,2,single_score,9
1818,3,single_score,8
1820,1,single_score,9
1820,2,single_score,8
1820,9,single_score,9
1820,3,single_score,9
1821,1,single_score,8
1821,2,single_score,8
1821,9,single_score,9
1821,3,single_score,9
1822,1,single_score,8
1822,2,single_score,8
1822,9,single_score,8
1822,3,single_score,9
1823,1,single_score,10
1823,2,single_score,9
1823,9,single_score,10
1823,3,single_score,10
1824,1,single_score,9
1824,2,single_score,10
1824,3,single_score,9
1825,1,single_score,8
1825,2,single_score,9
1825,5,single_score,8
1825,3,single_score,9
1826,1,single_score,9
1826,2,single_score,9
1826,5,single_score,9
1826,3,single_score,9
1827,1,single_score,9
1827,2,single_score,9
1827,5,single_score,9
1827,3,single_score,9
1828,1,single_score,9
1828,2,single_score,10
1828,5,single_score,10
1828,3,single_score,9
1833,1,single_score,7
1833,2,single_score,6
1833,5,single_score,7
1833,3,single_score,7
1834,1,single_score,7
1834,2,single_score,6
1834,3,single_score,6
1835,1,single_score,7
1835,2,single_score,7
1835,3,single_score,6
1836,1,single_score,6
1836,2,single_score,6
1836,3,single_score,6
1837,1,single_score,7
1837,2,single_score,6
1837,3,single_score,6
1838,1,single_score,9
1838,19,single_score,10
1838,2,single_score,9
1838,3,single_score,9
1839,1,single_score,8
1839,19,single_score,9
1839,2,single_score,8
1839,3,single_score,8
1840,1,single_score,9
1840,19,single_score,9
1840,2,single_score,9
1840,3,single_score,10
1842,1,single_score,10
1842,2,single_score,9
1842,3,single_score,10
1843,1,single_score,10
1843,2,single_score,10
1843,3,single_score,10
1844,1,single_score,10
1844,2,single_score,10
1844,3,single_score,10
1845,1,single_score,9
1845,2,single_score,9
1845,3,single_score,9
1846,1,single_score,8
1846,2,single_score,8
1846,3,single_score,8
1847,1,single_score,8
1847,20,single_score,8
1847,2,single_score,8
1847,3,single_score,8
1848,1,single_score,8
1848,20,single_score,8
1848,2,single_score,8
1848,3,single_score,8
1849,1,single_score,7
1849,20,single_score,7
1849,2,single_score,6
1849,3,single_score,6
1850,1,single_score,7
1850,9,single_score,6
1850,3,single_score,7
1851,1,single_score,7
1851,9,single_score,7
1851,3,single_score,8
1852,1,single_score,7
1852,9,single_score,7
1852,3,single_score,7
1853,1,single_score,5
1853,2,single_score,6
1853,3,single_score,6
1854,1,single_score,9
1854,2,single_score,8
1854,3,single_score,9
1855,1,single_score,9
1855,2,single_score,8
1855,3,single_score,9
1856,1,single_score,8
1856,2,single_score,7
1856,3,single_score,7
1858,1,single_score,9
1858,2,single_score,9
1858,3,single_score,9
1859,1,single_score,8
1859,2,single_score,7
1859,9,single_score,8
1859,3,single_score,8
1860,1,single_score,9
1860,2,single_score,8
1860,9,single_score,9
1860,3,single_score,9
1861,1,single_score,8
1861,2,single_score,9
1861,9,single_score,9
1861,3,single_score,9
1862,1,single_score,8
1862,2,single_score,8
1862,9,single_score,8
1862,3,single_score,8
1863,1,single_score,9
1863,2,single_score,9
1863,9,single_score,9
1863,3,single_score,9
1864,1,single_score,9
1864,2,single_score,9
1864,9,single_score,9
1864,3,single_score,10
1865,1,single_score,10
1865,2,single_score,10
1865,9,single_score,10
1865,3,single_score,10
1866,1,single_score,10
1866,2,single_score,10
1866,3,single_score,10
1867,1,single_score,7
1867,2,single_score,7
1867,3,single_score,7
1868,1,single_score,7
1868,2,single_score,7
1868,3,single_score,7
1869,1,single_score,9
1869,2,single_score,9
1869,3,single_score,9
1870,1,single_score,8
1870,2,single_score,9
1870,5,single_score,8
1870,3,single_score,8
1871,1,single_score,10
1871,2,single_score,10
1871,5,single_score,10
1871,3,single_score,10
1872,1,single_score,9
1872,2,single_score,10
1872,5,single_score,10
1872,3,single_score,9
1873,1,single_score,10
1873,2,single_score,9
1873,5,single_score,10
1873,3,single_score,10
1875,1,single_score,8
1875,2,single_score,8
1875,3,single_score,8
1876,1,single_score,7
1876,2,single_score,7
1876,5,single_score,7
1876,3,single_score,7
1877,1,single_score,5
1877,2,single_score,4
1877,5,single_score,4
1877,3,single_score,4
1878,1,single_score,6
1878,2,single_score,5
1878,5,single_score,5
1878,3,single_score,6
1879,1,single_score,7
1879,2,single_score,8
1879,3,single_score,7
1880,1,single_score,7
1880,2,single_score,6
1880,3,single_score,7
1882,1,single_score,9
1882,21,single_score,9
1882,2,single_score,8
1882,3,single_score,9
1883,1,single_score,10
1883,2,single_score,10
1883,3,single_score,10
1884,1,single_score,10
1884,2,single_score,9
1884,3,single_score,10
1885,1,single_score,10
1885,2,single_score,10
1885,3,single_score,10
1886,1,single_score,7
1886,2,single_score,7
1886,5,single_score,6
1886,3,single_score,7
1887,1,single_score,7
1887,20,single_score,7
1887,2,single_score,7
1887,3,single_score,7
1888,1,single_score,8
1888,20,single_score,8
1888,2,single_score,8
1888,3,single_score,8
1889,1,single_score,5
1889,20,single_score,7
1889,2,single_score,4
1889,3,single_score,4
1890,1,single_score,7
1890,9,single_score,8
1890,3,single_score,7
1891,1,single_score,8
1891,9,single_score,8
1891,3,single_score,8
1892,1,single_score,7
1892,9,single_score,7
1892,3,single_score,7
1893,1,single_score,8
1893,9,single_score,8
1893,3,single_score,8
1894,1,single_score,9
1894,2,single_score,8
1894,3,single_score,9
1895,1,single_score,8
1895,2,single_score,8
1895,3,single_score,8
1896,1,single_score,7
1896,2,single_score,6
1896,3,single_score,7
1897,1,single_score,7
1897,2,single_score,7
1897,3,single_score,7
1898,1,single_score,9
1898,2,single_score,9
1898,3,single_score,9
1899,1,single_score,9
1899,2,single_score,8
1899,3,single_score,8
1900,1,single_score,9
1900,2,single_score,9
1900,3,single_score,9
1901,1,single_score,7
1901,2,single_score,7
1901,9,single_score,8
1901,3,single_score,8
1902,1,single_score,9
1902,2,single_score,7
1902,9,single_score,9
1902,3,single_score,8
1903,1,single_score,9
1903,2,single_score,10
1903,9,single_score,9
1903,3,single_score,9
1904,1,single_score,9
1904,2,single_score,8
1904,9,single_score,9
1904,3,single_score,8
1905,1,single_score,8
1905,2,single_score,8
1905,9,single_score,8
1905,3,single_score,8
1906,1,single_score,8
1906,2,single_score,9
1906,3,single_score,8
1907,1,single_score,8
1907,2,single_score,8
1907,3,single_score,8
1908,1,single_score,8
1908,2,single_score,8
1908,3,single_score,8
1909,1,single_score,9
1909,2,single_score,9
1909,3,single_score,10
1910,1,single_score,9
1910,2,single_score,10
1910,5,single_score,9
1910,3,single_score,9
1911,1,single_score,9
1911,2,single_score,9
1911,3,single_score,9
1912,1,single_score,9
1912,2,single_score,9
1912,3,single_score,9
1913,1,single_score,9
1913,2,single_score,9
1913,3,single_score,9
1914,1,single_score,9
1914,2,single_score,9
1914,3,single_score,10
1915,1,single_score,6
1915,2,single_score,5
1915,5,single_score,5
1915,3,single_score,5
1916,1,single_score,6
1916,2,single_score,6
1916,5,single_score,6
1916,3,single_score,6
1917,1,single_score,7
1917,2,single_score,7
1917,3,single_score,7
1918,1,single_score,7
1918,2,single_score,7
1918,3,single_score,7
1919,1,single_score,6
1919,2,single_score,5
1919,3,single_score,6
1920,1,single_score,7
1920,2,single_score,6
1920,3,single_score,6
1921,1,single_score,7
1921,21,single_score,8
1921,2,single_score,7
1921,3,single_score,7
1922,1,single_score,8
1922,21,single_score,9
1922,2,single_score,7
1922,3,single_score,9
1923,1,single_score,8
1923,21,single_score,9
1923,2,single_score,8
1923,3,single_score,8
1924,1,single_score,10
1924,21,single_score,10
1924,2,single_score,9
1924,3,single_score,10
1925,1,single_score,9
1925,21,single_score,9
1925,2,single_score,9
1925,3,single_score,9
1926,1,single_score,9
1926,2,single_score,9
1926,3,single_score,9
1927,1,single_score,10
1927,2,single_score,10
1927,3,single_score,10
1928,1,single_score,8
1928,2,single_score,8
1928,5,single_score,7
1928,3,single_score,8
1929,1,single_score,7
1929,2,single_score,6
1929,5,single_score,6
1929,3,single_score,7
1930,1,single_score,7
1930,20,single_score,8
1930,2,single_score,8
1930,3,single_score,8
1931,1,single_score,8
1931,20,single_score,8
1931,2,single_score,8
1931,3,single_score,8
1932,1,single_score,7
1932,20,single_score,7
1932,2,single_score,7
1932,3,single_score,7
1933,1,single_score,8
1933,2,single_score,8
1933,3,single_score,8
1934,1,single_score,8
1934,9,single_score,8
1934,3,single_score,8
1935,1,single_score,9
1935,9,single_score,8
1935,3,single_score,8
1936,1,single_score,8
1936,9,single_score,8
1936,3,single_score,8
1937,1,single_score,9
1937,2,single_score,8
1937,3,single_score,9
1938,1,single_score,10
1938,2,single_score,10
1938,3,single_score,10
1939,1,single_score,8
1939,2,single_score,8
1939,3,single_score,8
1942,1,single_score,7
1942,2,single_score,6
1942,9,single_score,7
1942,3,single_score,7
1943,1,single_score,8
1943,2,single_score,7
1943,9,single_score,8
1943,3,single_score,8
1944,1,single_score,8
1944,2,single_score,9
1944,9,single_score,9
1944,3,single_score,9
1945,1,single_score,8
1945,2,single_score,9
1945,9,single_score,8
1945,3,single_score,8
1946,1,single_score,7
1946,2,single_score,7
1946,9,single_score,7
1946,3,single_score,7
1947,1,single_score,9
1947,2,single_score,8
1947,9,single_score,9
1947,3,single_score,9
1948,1,single_score,9
1948,2,single_score,10
1948,9,single_score,9
1948,3,single_score,10
1949,1,single_score,10
1949,2,single_score,7
1949,3,single_score,10
1950,1,single_score,9
1950,2,single_score,10
1950,3,single_score,10
1951,1,single_score,9
1951,2,single_score,9
1951,3,single_score,9
1952,1,single_score,10
1952,2,single_score,10
1952,3,single_score,10
1953,1,single_score,9
1953,2,single_score,9
1953,5,single_score,10
1953,3,single_score,9
1954,1,single_score,7
1954,2,single_score,7
1954,5,single_score,7
1954,3,single_score,7
1955,1,single_score,9
1955,2,single_score,8
1955,5,single_score,9
1955,3,single_score,8
1956,1,single_score,10
1956,2,single_score,10
1956,3,single_score,10
1957,1,single_score,10
1957,2,single_score,10
1957,3,single_score,9
1958,1,single_score,8
1958,2,single_score,8
1958,3,single_score,9
1959,1,single_score,7
1959,2,single_score,7
1959,3,single_score,7
1960,1,single_score,7
1960,2,single_score,7
1960,5,single_score,7
1960,3,single_score,7
1961,1,single_score,7
1961,2,single_score,7
1961,5,single_score,7
1961,3,single_score,7
1962,1,single_score,6
1962,2,single_score,6
1962,5,single_score,6
1962,3,single_score,6
1963,1,single_score,8
1963,2,single_score,7
1963,5,single_score,8
1963,3,single_score,8
1964,1,single_score,7
1964,2,single_score,6
1964,3,single_score,7
1965,1,single_score,8
1965,2,single_score,8
1965,3,single_score,8
1966,1,single_score,8
1966,2,single_score,7
1966,3,single_score,8
1967,1,single_score,7
1967,2,single_score,6
1967,3,single_score,7
1969,1,single_score,7
1969,2,single_score,6
1969,3,single_score,7
1970,1,single_score,6
1970,2,single_score,5
1970,5,single_score,5
1970,3,single_score,6
1971,1,single_score,7
1971,2,single_score,6
1971,5,single_score,6
1971,3,single_score,7
1972,1,single_score,6
1972,2,single_score,6
1972,5,single_score,6
1972,3,single_score,6
1973,1,single_score,7
1973,2,single_score,5
1973,5,single_score,6
1973,3,single_score,7
1974,1,single_score,7
1974,2,single_score,7
1974,3,single_score,7
1975,1,single_score,8
1975,2,single_score,8
1975,3,single_score,8
1976,1,single_score,7
1976,2,single_score,6
1976,3,single_score,6
1977,1,single_score,9
1977,2,single_score,9
1977,3,single_score,9
1978,1,single_score,8
1978,2,single_score,7
1978,3,single_score,8
1979,1,single_score,7
1979,9,single_score,7
1979,3,single_score,7
1980,1,single_score,8
1980,9,single_score,7
1980,3,single_score,7
1981,1,single_score,7
1981,9,single_score,7
1981,3,single_score,7
1982,1,single_score,10
1982,9,single_score,9
1982,3,single_score,9
1983,1,single_score,9
1983,2,single_score,8
1983,3,single_score,9
1984,1,single_score,7
1984,2,single_score,6
1984,3,single_score,6
1985,1,single_score,8
1985,2,single_score,8
1985,3,single_score,8
1987,1,single_score,9
1987,2,single_score,8
1987,9,single_score,9
1987,3,single_score,9
1988,1,single_score,9
1988,2,single_score,9
1988,9,single_score,9
1988,3,single_score,9
1989,1,single_score,9
1989,2,single_score,9
1989,9,single_score,9
1989,3,single_score,9
1990,1,single_score,8
1990,2,single_score,8
1990,9,single_score,8
1990,3,single_score,8
1991,1,single_score,10
1991,2,single_score,10
1991,9,single_score,10
1991,3,single_score,10
1992,1,single_score,8
1992,2,single_score,8
1992,9,single_score,8
1992,3,single_score,8
1993,1,single_score,9
1993,2,single_score,10
1993,3,single_score,9
1994,1,single_score,8
1994,2,single_score,8
1994,3,single_score,8
1995,1,single_score,9
1995,2,single_score,9
1995,3,single_score,9
1996,1,single_score,10
1996,2,single_score,10
1996,3,single_score,10
1997,1,single_score,9
1997,2,single_score,9
1997,5,single_score,9
1997,3,single_score,9
1998,1,single_score,10
1998,2,single_score,10
1998,5,single_score,10
1998,3,single_score,10
1999,1,single_score,10
1999,2,single_score,10
1999,5,single_score,10
1999,3,single_score,10
2000,1,single_score,9
2000,2,single_score,9
2000,5,single_score,10
2000,3,single_score,10
2001,1,single_score,7
2001,2,single_score,7
2001,3,single_score,7
2002,1,single_score,9
2002,2,single_score,8
2002,3,single_score,9
2003,1,single_score,10
2003,2,single_score,10
2003,3,single_score,10
2004,1,single_score,8
2004,2,single_score,8
2004,22,single_score,8
2004,3,single_score,8
2005,1,single_score,5
2005,2,single_score,5
2005,5,single_score,5
2005,3,single_score,5
2006,1,single_score,8
2006,2,single_score,8
2006,5,single_score,8
2006,3,single_score,8
2007,1,single_score,7
2007,2,single_score,7
2007,5,single_score,7
2007,3,single_score,7
2008,1,single_score,8
2008,2,single_score,8
2008,3,single_score,7
2009,1,single_score,8
2009,2,single_score,8
2009,3,single_score,8
2010,1,single_score,6
2010,2,single_score,6
2010,3,single_score,7
2011,1,single_score,8
2011,2,single_score,8
2011,3,single_score,8
2016,1,single_score,7
2016,2,single_score,7
2016,3,single_score,7
2017,1,single_score,5
2017,2,single_score,5
2017,3,single_score,5
2018,1,single_score,7
2018,2,single_score,6
2018,3,single_score,7
2019,1,single_score,5
2019,2,single_score,4
2019,3,single_score,4
2020,1,single_score,7
2020,2,single_score,7
2020,3,single_score,7
2021,1,single_score,7
2021,2,single_score,6
2021,5,single_score,6
2021,3,single_score,8
2022,1,single_score,5
2022,2,single_score,6
2022,5,single_score,5
2022,3,single_score,6
2023,1,single_score,5
2023,2,single_score,5
2023,5,single_score,5
2023,3,single_score,5
2024,1,single_score,7
2024,2,single_score,6
2024,5,single_score,6
2024,3,single_score,6
2025,1,single_score,9
2025,2,single_score,8
2025,3,single_score,9
2026,1,single_score,9
2026,2,single_score,7
2026,3,single_score,9
2027,1,single_score,9
2027,2,single_score,8
2027,3,single_score,9
2028,1,single_score,8
2028,2,single_score,9
2028,3,single_score,8
2029,1,single_score,8
2029,9,single_score,8
2029,3,single_score,8
2030,1,single_score,8
2030,9,single_score,8
2030,3,single_score,8
2031,1,single_score,7
2031,2,single_score,6
2031,3,single_score,7
2032,1,single_score,8
2032,2,single_score,7
2032,3,single_score,8
2033,1,single_score,6
2033,2,single_score,6
2033,3,single_score,6
2034,1,single_score,8
2034,2,single_score,8
2034,3,single_score,8
2036,1,single_score,9
2036,2,single_score,9
2036,3,single_score,9
2037,1,single_score,9
2037,2,single_score,9
2037,9,single_score,9
2037,3,single_score,9
2038,1,single_score,7
2038,2,single_score,7
2038,9,single_score,7
2038,3,single_score,7
2039,1,single_score,8
2039,2,single_score,8
2039,9,single_score,8
2039,3,single_score,8
2040,1,single_score,10
2040,2,single_score,10
2040,9,single_score,9
2040,3,single_score,10
2041,1,single_score,8
2041,2,single_score,8
2041,9,single_score,8
2041,3,single_score,8
2042,1,single_score,9
2042,2,single_score,8
2042,9,single_score,9
2042,3,single_score,9
2043,1,single_score,10
2043,2,single_score,10
2043,9,single_score,10
2043,3,single_score,10
2046,1,single_score,10
2046,2,single_score,9
2046,3,single_score,10
2047,1,single_score,10
2047,2,single_score,10
2047,3,single_score,10
2048,1,single_score,10
2048,2,single_score,9
2048,3,single_score,10
2049,1,single_score,8
2049,2,single_score,8
2049,3,single_score,9
2050,1,single_score,9
2050,2,single_score,9
2050,5,single_score,9
2050,3,single_score,9
2051,1,single_score,10
2051,2,single_score,9
2051,5,single_score,10
2051,3,single_score,10
2052,1,single_score,9
2052,2,single_score,9
2052,5,single_score,9
2052,3,single_score,9
